chain_id	dex_id	pair_address	token_address	token_name	token_symbol	token_m5_buys	token_m5_sells	token_h1_buys	token_h1_sells	token_h1_to_m5_buys	token_liquidity	token_market_cap	token_created_at	token_created_since	token_eti	token_header	token_website	token_twitter	token_links	token_img_key	token_price_usd	token_price_change_h24	token_price_change_h6	token_price_change_h1	token_price_change_m5
solana	raydium	F1Um7v8uWRRd12joagZpSpDcuGwrFAAkwjbK1y1JhHPb	JA9VBzBxSaoANSXb1ph8GVkJKqT6t6EXZFxYLdjakzr4	Museum of Rugs	MORU	176	133	506	310	4.17	23678.36	56973	False	True	True	True	3	ae36ac	0.00005697	-1.88	-1.88	-1.88	42.64		
