chain_id	dex_id	pair_address	token_address	token_name	token_symbol	token_m5_buys	token_m5_sells	token_h1_buys	token_h1_sells	token_h1_to_m5_buys	token_liquidity	token_market_cap	token_created_at	token_created_since	token_eti	token_header	token_website	token_twitter	token_links	token_img_key	token_price_usd	token_price_change_h24	token_price_change_h6	token_price_change_h1	token_price_change_m5
solana	raydium	CbDTj99YfjHw5ssMv6zZc1CXJYYLbqaCzuGaqcyvekJQ	GzfoRe1kaeyn9waNKSbxN16Ue6C4K9bGd9CpyYNS8iH7	jochi	jochi 	55	30	921	767	0.72	34702.35	98710	False	False	True	True	3	2ab544	0.00009981	64.67	64.67	-39.7	44.17		
