chain_id	dex_id	pair_address	token_address	token_name	token_symbol	token_m5_buys	token_m5_sells	token_h1_buys	token_h1_sells	token_h1_to_m5_buys	token_liquidity	token_market_cap	token_created_at	token_created_since	token_eti	token_header	token_website	token_twitter	token_links	token_img_key	token_price_usd	token_price_change_h24	token_price_change_h6	token_price_change_h1	token_price_change_m5
solana	raydium	3QDNE98ViXqAjG3AT1ufS1FCrgj28ba4HopgpN2CRGap	Gi3XFYLBxzAAqgC6BktK7qpsfrKNLQqgaix2VvcvV9Zb	Cats Rule Everything Around Me	CREAM	100	68	959	736	1.25	76720.75	568873	False	True	True	True	3	9089e6	0.0005688	892	892	108	-4.1		
