chain_id	dex_id	pair_address	token_address	token_name	token_symbol	token_m5_buys	token_m5_sells	token_h1_buys	token_h1_sells	token_h1_to_m5_buys	token_liquidity	token_market_cap	token_created_at	token_created_since	token_eti	token_header	token_website	token_twitter	token_links	token_img_key	token_price_usd	token_price_change_h24	token_price_change_h6	token_price_change_h1	token_price_change_m5
solana	raydium	2xfjzHVKsnnVZ8EBauqavNMotCJ2D9WW8TvSZw4WZdYM	3ZjcKmDSriUgHWNhhBKqhNTaDh1qnucFj3DVQ2H2xcBg	Squanchy	SQUANCHY	27	27	367	359	0.88	51331.62	525643	False	True	True	True	3	926186	0.005477	9672	9672	-13.13	1.34		
