chain_id	dex_id	pair_address	token_address	token_name	token_symbol	token_m5_buys	token_m5_sells	token_h1_buys	token_h1_sells	token_h1_to_m5_buys	token_liquidity	token_market_cap	token_created_at	token_created_since	token_eti	token_header	token_website	token_twitter	token_links	token_img_key	token_price_usd	token_price_change_h24	token_price_change_h6	token_price_change_h1	token_price_change_m5
solana	raydium	4GP2Pm5dxHogtafpLGYRx6Mycazk1kNxwQMQNbKZGZW1	6v73LVanV172yunCnzehzWxbTF7Dz6ecLEk6DXQvJEDw	Tuvalu Bags To Riches	$TUVALU	51	39	575	300	1.06	29102.5	86454	False	True	True	True	3	d1cc5d	0.00008645	48.61	48.61	48.61	32.03		
