chain_id	dex_id	pair_address	token_address	token_name	token_symbol	token_m5_buys	token_m5_sells	token_h1_buys	token_h1_sells	token_h1_to_m5_buys	token_liquidity	token_market_cap	token_created_at	token_created_since	token_eti	token_header	token_website	token_twitter	token_links	token_img_key	token_price_usd	token_price_change_h24	token_price_change_h6	token_price_change_h1	token_price_change_m5
solana	raydium	At5Po1aDSzBQpEzxeWbB83gV1kLeFw4JiMCKkKQDdNKx	FnHFG8n2zf8QNUeeEnkhZ2fgsJw7Q35swFBfXmKNpAsc	World coin	WORLD	24	17	406	293	0.71	18673.85	96007	False	True	False	True	2	eefda5	0.009600	4234	4234	63.29	11.26		
